pair: close=2026-07-14  T=2026-07-15
quote_sources: IRS has_as_of=True (latest 2026-07-15), Credit has_as_of=False (latest 2026-07-14)
id                                    npv_prev             npv_T           theta             mtm          cash     resid_raw    resid_cash
00000/KRW/250930-280929/2.5     574,155,003.08    559,148,749.46     -831,186.05  -14,175,067.57          0.00        0.0000        0.0000
00001/KRW/251022-270422/2.5     304,635,112.94    295,475,685.38   -1,610,344.91   -7,549,082.65          0.00        0.0000        0.0000
00000/KRW/251030-261030/2.5     105,104,753.85    102,561,577.33   -1,523,871.43   -1,019,305.09          0.00        0.0000        0.0000
00000/KRW/251030-270430/2.5     177,858,294.43    172,249,034.48     -952,529.91   -4,656,730.04          0.00        0.0000        0.0000
00000/KRW/251031-270430/2.6      33,516,875.76     32,416,618.54     -181,270.32     -918,986.90          0.00        0.0000        0.0000
00000/KRW/251107-260507/2.6               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/251121-270521/2.7    -101,826,727.97    -97,926,652.67      572,480.16    3,327,595.14          0.00        0.0000        0.0000
00001/KRW/251126-270526/2.7    -107,377,266.94   -103,407,847.24      589,480.24    3,379,939.46          0.00        0.0000        0.0000
00000/KRW/251127-271129/2.7    -348,701,218.20   -337,329,655.70    1,130,345.20   10,241,217.30          0.00        0.0000        0.0000
00000/KRW/251208-271208/2.9    -207,621,302.88   -199,835,605.11      734,294.16    7,051,403.60          0.00        0.0000        0.0000
00000/KRW/251209-271209/2.9    -314,943,124.07   -303,199,792.10    1,129,790.05   10,613,541.91          0.00        0.0000        0.0000
00000/KRW/251210-301210/3.1    -716,824,710.70   -695,462,739.36      488,365.78   20,873,605.56          0.00        0.0000        0.0000
00001/KRW/251211-261211/2.8     -39,466,923.50    -36,120,212.35      782,529.78    2,564,181.37          0.00        0.0000        0.0000
00001/KRW/251212-261214/2.8     -47,901,956.94    -44,301,088.18      850,267.74    2,750,601.02          0.00        0.0000        0.0000
00000/KRW/251219-260619/2.7               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00001/KRW/251219-271220/2.9    -218,388,504.64   -210,263,900.18      776,891.51    7,347,712.95          0.00        0.0000        0.0000
00000/KRW/251224-271224/2.9    -105,139,347.71   -101,033,874.22      380,638.92    3,724,834.58          0.00        0.0000        0.0000
00001/KRW/251224-271224/2.9    -545,012,822.63   -524,453,319.14    1,938,799.04   18,620,704.44          0.00        0.0000        0.0000
00002/KRW/251224-271224/2.9    -327,007,693.58   -314,671,991.48    1,163,279.43   11,172,422.67          0.00        0.0000        0.0000
00001/KRW/260106-310106/3.1    -702,300,026.24   -680,761,839.06      485,135.80   21,053,051.38          0.00        0.0000        0.0000
00002/KRW/260106-270106/2.7    -151,903,969.94   -143,102,483.95    1,840,637.90    6,960,848.10          0.00        0.0000        0.0000
00000/KRW/260107-270107/2.7    -190,995,470.67   -179,833,813.20    2,307,500.02    8,854,157.45          0.00        0.0000        0.0000
00000/KRW/260109-310109/3.1    -748,391,626.79   -726,845,130.30      505,006.57   21,041,489.92          0.00        0.0000        0.0000
00004/KRW/260113-270113/2.7      50,883,487.92     47,522,385.79     -421,681.51   -2,939,420.62          0.00        0.0000        0.0000
00003/KRW/260116-270118/2.8     286,037,019.19    262,679,377.07   -3,115,878.05  -20,241,764.06          0.00        0.0000        0.0000
00000/KRW/260120-270120/2.8    -140,804,957.38   -130,463,697.66    1,443,788.61    8,897,471.11          0.00        0.0000        0.0000
00000/KRW/260120-360121/3.4  -1,081,655,281.03 -1,060,956,128.32      250,576.49   20,448,576.22          0.00        0.0000        0.0000
00001/KRW/260121-270121/2.8     -45,952,089.51    -42,382,807.94      485,003.30    3,084,278.27          0.00        0.0000        0.0000
00001/KRW/260127-290129/3.1     182,913,526.35    174,941,170.23     -241,967.07   -7,730,389.06          0.00        0.0000        0.0000
00000/KRW/260205-290205/3.3    -147,999,681.96   -140,018,210.14      206,132.59    7,775,339.23          0.00        0.0000        0.0000
00001/KRW/260206-280207/3.1      89,468,204.89     84,909,110.70     -242,373.80   -4,316,720.39          0.00        0.0000        0.0000
00000/KRW/260210-280210/3.1     -86,051,350.60    -81,456,668.94      236,428.87    4,358,252.79          0.00        0.0000        0.0000
00000/KRW/260211-270211/2.9     -43,739,315.38    -39,834,494.62      483,545.34    3,421,275.42          0.00        0.0000        0.0000
00004/KRW/260212-280214/3.1    -194,888,776.39   -185,557,081.21      510,465.37    8,821,229.81          0.00        0.0000        0.0000
00001/KRW/260213-280214/3.0    -102,658,548.56    -97,985,101.13      264,215.55    4,409,231.89          0.00        0.0000        0.0000
00000/KRW/260219-360219/3.4    -558,222,993.55   -547,975,802.15      126,002.03   10,121,189.37          0.00        0.0000        0.0000
00003/KRW/260223-290223/3.1    -364,256,882.72   -348,099,115.22      477,640.68   15,680,126.81          0.00        0.0000        0.0000
00004/KRW/260223-290223/3.1    -182,128,441.36   -174,049,557.61      238,820.34    7,840,063.41          0.00        0.0000        0.0000
00000/KRW/260225-360225/3.4  -1,125,827,198.71 -1,105,375,944.09      253,946.69   20,197,307.94          0.00        0.0000        0.0000
00003/KRW/260227-280229/3.0    -223,115,691.62   -213,310,550.97      575,186.53    9,229,954.12          0.00        0.0000        0.0000
00000/KRW/260303-270303/2.8     213,443,632.50    198,923,976.76   -2,051,691.71  -12,467,964.03          0.00        0.0000        0.0000
00001/KRW/260303-270903/2.9     320,498,113.96    306,857,779.73   -1,420,812.95  -12,219,521.28          0.00        0.0000        0.0000
00001/KRW/260303-280303/3.0     275,646,301.01    263,768,766.59     -702,037.07  -11,175,497.35          0.00        0.0000        0.0000
00000/KRW/260309-360310/3.5   1,028,172,171.11  1,007,696,511.56     -268,463.53  -20,207,196.02          0.00        0.0000        0.0000
00000/KRW/260309-360310/3.5     508,121,712.63    497,879,591.86     -132,862.47  -10,109,258.29          0.00        0.0000        0.0000
00000/KRW/260310-310310/3.6    -377,414,313.86   -355,487,143.52      287,345.75   21,639,824.59          0.00        0.0000        0.0000
00000/KRW/260313-290313/3.4     132,033,466.27    123,878,901.29     -216,721.16   -7,937,843.83          0.00        0.0000        0.0000
00002/KRW/260313-290313/3.3     138,347,423.84    130,189,336.72     -222,865.06   -7,935,222.06          0.00        0.0000        0.0000
00001/KRW/230111-280111/3.3      54,881,922.98     50,629,085.92     -287,864.68   -3,964,972.37          0.00        0.0000        0.0000
00000/KRW/230307-280307/3.5      72,316,012.08     62,514,912.44     -341,152.10   -9,459,947.54          0.00        0.0000        0.0000
00000/KRW/230322-280322/3.0     332,360,961.23    316,673,574.14     -903,392.71  -14,783,994.38          0.00        0.0000        0.0000
00000/KRW/230412-280413/3.0    -242,953,997.48   -231,833,980.27      624,632.73   10,495,384.47          0.00        0.0000        0.0000
00000/KRW/240405-290405/3.2     168,042,966.14    159,775,565.74     -249,573.37   -8,017,827.04          0.00        0.0000        0.0000
00000/KRW/241017-291017/2.8     343,173,724.44    334,105,678.90     -294,339.29   -8,773,706.25          0.00        0.0000        0.0000
00001/KRW/250307-270308/2.6      41,063,200.94     39,492,172.15     -298,849.55   -1,272,179.24          0.00        0.0000        0.0000
00001/KRW/250307-270308/2.5      82,766,487.12     79,621,799.43     -600,372.00   -2,544,315.69          0.00        0.0000        0.0000
00004/KRW/250528-260528/2.3               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/250604-270604/2.3    -190,420,627.93   -186,094,603.70      859,037.86    3,466,986.36          0.00        0.0000        0.0000
00000/KRW/250611-270611/2.3    -190,821,112.88   -186,398,646.87      881,759.48    3,540,706.53          0.00        0.0000        0.0000
00000/KRW/250711-280711/2.3    -838,334,787.72   -817,192,479.01    1,343,933.33   19,798,375.38          0.00        0.0000        0.0000
00001/KRW/250826-270826/2.3    -257,613,007.79   -252,046,470.60      859,561.10    4,706,976.09          0.00        0.0000        0.0000
00000/KRW/250827-260527/2.3               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/251030-260430/2.5               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00001/KRW/251212-261214/2.8     -28,118,981.27    -25,962,485.28      506,115.17    1,650,380.82          0.00        0.0000        0.0000
00000/KRW/251217-260617/2.7               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/251222-271222/2.9    -308,916,419.88   -296,685,563.83    1,130,349.91   11,100,506.14          0.00        0.0000        0.0000
00001/KRW/260106-310106/3.1    -353,197,311.72   -342,428,408.18      243,707.65   10,525,195.89          0.00        0.0000        0.0000
00000/KRW/260112-280112/2.9     279,843,575.06    269,369,640.96     -954,758.03   -9,519,176.08          0.00        0.0000        0.0000
00000/KRW/260113-290115/3.0     423,346,221.35    407,566,211.00     -468,027.39  -15,311,982.96          0.00        0.0000        0.0000
00004/KRW/260114-270114/2.7      84,085,335.28     78,641,333.41    2,597,749.25   -4,925,312.77  3,116,438.36-3,116,438.3562        0.0000
00000/KRW/260115-360115/3.3   1,248,905,341.50  1,228,053,927.84     -548,179.73  -20,303,233.92          0.00        0.0000        0.0000
00000/KRW/260116-290116/3.1    -528,208,749.14   -504,468,884.00      717,346.72   23,022,518.42          0.00        0.0000        0.0000
00000/KRW/260119-360121/3.4    -588,032,170.17   -577,716,353.47      136,204.12   10,179,612.58          0.00        0.0000        0.0000
00000/KRW/260120-310120/3.3   1,040,218,609.46  1,000,515,699.06     -645,509.40  -39,057,401.00          0.00        0.0000        0.0000
00002/KRW/260121-310121/3.3     814,468,220.72    782,089,416.79     -507,691.24  -31,871,112.69          0.00        0.0000        0.0000
00000/KRW/260122-280124/3.0    -398,341,520.01   -380,791,449.38    1,041,387.90   16,508,682.72          0.00        0.0000        0.0000
00000/KRW/260126-310127/3.3     584,354,073.94    562,743,045.60     -354,855.38  -21,256,172.97          0.00        0.0000        0.0000
00005/KRW/260127-310127/3.3     929,246,856.00    896,836,103.97     -561,306.66  -31,849,445.37          0.00        0.0000        0.0000
00000/KRW/260130-270129/2.8     -82,475,094.09    -76,284,316.37      837,195.07    5,353,582.66          0.00        0.0000        0.0000
00000/KRW/260130-260731/2.7       1,618,788.07      1,523,564.82      -95,223.25            0.00          0.00        0.0000        0.0000
00000/KRW/260212-270212/2.9     -76,589,500.90    -70,036,304.89      824,565.30    5,728,630.72          0.00        0.0000        0.0000
00002/KRW/260220-290220/3.2    -176,997,013.97   -168,933,771.01      234,108.59    7,829,134.37          0.00        0.0000        0.0000
00002/KRW/260306-290306/3.3     157,491,543.06    149,362,238.07     -231,858.11   -7,897,446.88          0.00        0.0000        0.0000
00000/KRW/260312-270913/3.0     107,220,482.66    101,567,680.49     -552,832.90   -5,099,969.28          0.00        0.0000        0.0000
00002/KRW/260313-290313/3.3     279,220,430.71    262,902,847.62     -448,187.68  -15,869,395.42          0.00        0.0000        0.0000
00000/KRW/260313-360313/3.5     934,804,847.52    914,257,207.12     -268,471.84  -20,279,168.56          0.00        0.0000        0.0000
00000/KRW/260313-360313/3.5     463,423,412.99    453,146,729.10     -133,322.89  -10,143,361.00          0.00        0.0000        0.0000
00000/KRW/260316-310317/3.5    -844,878,497.78   -804,239,791.23      627,799.98   40,010,906.57          0.00        0.0000        0.0000
00001/KRW/260319-310319/3.5     221,234,746.39    210,244,738.35     -165,781.94  -10,824,226.10          0.00        0.0000        0.0000
00000/KRW/260319-270319/3.0    -105,019,327.97    -94,312,522.49    1,378,140.66    9,328,664.82          0.00        0.0000        0.0000
00000/KRW/260323-290323/3.4     113,803,524.01    105,617,746.50     -198,519.03   -7,987,258.47          0.00        0.0000        0.0000
00001/KRW/170502-270503/1.8    -114,304,104.27   -112,239,172.51      501,627.46    1,563,304.30          0.00        0.0000        0.0000
00000/KRW/170705-270705/1.9     144,488,496.48    142,026,978.12     -570,176.31   -1,891,342.05          0.00        0.0000        0.0000
00000/KRW/230420-280420/3.1    -101,052,645.16    -95,438,548.11      257,267.62    5,356,829.43          0.00        0.0000        0.0000
00000/KRW/230424-260424/3.2               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00001/KRW/230510-280510/3.1    -122,438,363.82   -116,498,128.40      285,246.39    5,654,989.03          0.00        0.0000        0.0000
00000/KRW/230614-260615/3.4               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/240329-260331/3.3               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00001/KRW/240329-260331/3.3               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/241126-260526/2.9               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/241212-291212/2.5     464,234,598.19    454,858,939.92     -401,554.75   -8,974,103.51          0.00        0.0000        0.0000
00002/KRW/250307-270308/2.5      82,766,487.12     79,621,799.43     -600,372.00   -2,544,315.69          0.00        0.0000        0.0000
00000/KRW/250311-270311/2.5      88,798,560.85     85,594,575.41     -628,104.78   -2,575,880.66          0.00        0.0000        0.0000
00000/KRW/250328-260330/2.6               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/250418-260420/2.4               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/250424-280424/2.2     520,087,062.81    508,351,836.01     -979,602.70  -10,755,624.10          0.00        0.0000        0.0000
00001/KRW/250425-270426/2.2     -80,307,492.55    -78,390,228.52      387,988.63    1,529,275.40          0.00        0.0000        0.0000
00002/KRW/250430-261030/2.3     -18,431,960.49    -18,104,206.46      225,911.48      101,842.55          0.00        0.0000        0.0000
00000/KRW/250527-260527/2.4               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/250718-270719/2.3     163,810,186.77    160,236,786.98     -596,303.09   -2,977,096.69          0.00        0.0000        0.0000
00000/KRW/250820-270222/2.3     152,026,595.60    147,462,193.34     -973,408.48   -3,590,993.79          0.00        0.0000        0.0000
00000/KRW/250825-350827/2.6   1,131,134,228.41  1,120,792,460.67     -274,734.63  -10,067,033.11          0.00        0.0000        0.0000
00000/KRW/250828-280828/2.3     612,291,625.42    597,635,672.27     -850,364.12  -13,805,589.04          0.00        0.0000        0.0000
00000/KRW/250919-280919/2.3    -310,643,066.21   -303,171,066.48      447,378.42    7,024,621.30          0.00        0.0000        0.0000
00000/KRW/250925-270927/2.4     539,547,101.58    526,961,880.56   -1,830,772.14  -10,754,448.88          0.00        0.0000        0.0000
00000/KRW/251020-270420/2.4    -193,437,137.29   -187,927,634.85    1,012,565.04    4,496,937.39          0.00        0.0000        0.0000
00003/KRW/251031-261030/2.5     100,159,669.84     97,677,522.63   -1,463,025.74   -1,019,121.47          0.00        0.0000        0.0000
00000/KRW/251107-260507/2.6               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/251126-270526/2.7     -54,963,808.69    -52,975,247.85      298,710.58    1,689,850.25          0.00        0.0000        0.0000
00000/KRW/251126-270526/2.7    -164,253,838.45   -158,290,081.44      894,146.51    5,069,610.50          0.00        0.0000        0.0000
00000/KRW/251202-270602/2.8     -43,520,039.99    -41,519,218.79      272,908.32    1,727,912.88          0.00        0.0000        0.0000
00000/KRW/251205-261207/2.7     -49,667,142.70    -46,530,748.39      812,389.49    2,324,004.82          0.00        0.0000        0.0000
00002/KRW/251208-261208/2.7     -52,037,285.15    -48,824,682.15      829,321.09    2,383,281.92          0.00        0.0000        0.0000
00000/KRW/251210-270610/2.8    -196,830,697.58   -188,545,406.90    1,206,693.75    7,078,596.92          0.00        0.0000        0.0000
00000/KRW/251217-270617/2.8    -159,879,647.70   -153,506,907.56      954,146.65    5,418,593.49          0.00        0.0000        0.0000
00001/KRW/251217-271217/2.9    -478,333,366.25   -460,242,645.21    1,724,797.23   16,365,923.80          0.00        0.0000        0.0000
00001/KRW/260107-270107/2.7     -95,497,735.34    -89,916,906.60    1,153,750.01    4,427,078.73          0.00        0.0000        0.0000
00000/KRW/260107-270107/2.7     -90,702,808.22    -85,148,720.23    1,126,790.01    4,427,297.98          0.00        0.0000        0.0000
00003/KRW/260109-290109/3.0     432,209,597.63    416,342,821.42     -613,745.11  -15,253,031.10          0.00        0.0000        0.0000
00002/KRW/260109-280110/2.8     236,678,317.43    227,996,260.44     -802,136.11   -7,879,920.88          0.00        0.0000        0.0000
00000/KRW/260112-310113/3.1    -361,847,462.72   -351,061,290.07      245,171.17   10,541,001.48          0.00        0.0000        0.0000
00000/KRW/260113-360114/3.3     667,449,155.98    657,211,589.38     -112,574.95  -10,124,991.64          0.00        0.0000        0.0000
00001/KRW/260113-290115/3.0   1,046,439,145.51  1,006,996,865.53   -1,157,659.66  -38,284,620.32          0.00        0.0000        0.0000
00001/KRW/260113-290115/3.0     332,952,301.30    320,332,011.05     -368,465.68  -12,251,824.57          0.00        0.0000        0.0000
00000/KRW/260116-290116/3.1    -179,651,238.38   -171,735,654.19      242,811.86    7,672,772.34          0.00        0.0000        0.0000
00000/KRW/260122-310127/3.4     268,470,956.95    257,662,731.76     -164,418.17  -10,643,807.01          0.00        0.0000        0.0000
00000/KRW/260129-360131/3.4    -591,364,925.40   -581,081,466.01      136,744.91   10,146,714.49          0.00        0.0000        0.0000
00001/KRW/260204-280204/3.1    -459,123,070.39   -436,512,225.61    1,232,066.27   21,378,778.51          0.00        0.0000        0.0000
00000/KRW/260204-290205/3.2    -155,337,706.59   -147,351,760.26      213,482.60    7,772,463.73          0.00        0.0000        0.0000
00000/KRW/260205-270205/2.8      47,989,664.78     44,166,272.77     -498,569.72   -3,324,822.29          0.00        0.0000        0.0000
00004/KRW/260206-280207/3.1      89,468,204.89     84,909,110.70     -242,373.80   -4,316,720.39          0.00        0.0000        0.0000
00000/KRW/260303-310304/3.2     357,160,484.26    346,249,724.31     -220,750.24  -10,690,009.72          0.00        0.0000        0.0000
00000/KRW/260306-270308/2.9     -52,180,452.77    -47,771,614.03      587,572.74    3,821,266.01          0.00        0.0000        0.0000
00000/KRW/260306-280306/3.1    -285,129,837.34   -270,217,652.60      803,402.50   14,108,782.24          0.00        0.0000        0.0000
00002/KRW/260306-280306/3.1     180,530,951.29    170,602,802.40     -520,215.24   -9,407,933.66          0.00        0.0000        0.0000
00003/KRW/260313-290313/3.3     139,610,215.36    131,451,423.81     -224,093.84   -7,934,697.71          0.00        0.0000        0.0000
00000/KRW/260319-290319/3.4     262,854,117.55    246,496,310.95     -431,447.49  -15,926,359.10          0.00        0.0000        0.0000
00000/KRW/260319-310319/3.5     221,234,746.39    210,244,738.35     -165,781.94  -10,824,226.10          0.00        0.0000        0.0000
00000/KRW/260320-290320/3.4    -236,597,206.32   -220,245,336.12      406,006.63   15,945,863.58          0.00        0.0000        0.0000
00000/KRW/160905-260907/1.3     -22,322,729.78    -21,916,855.48      405,874.30            0.00          0.00        0.0000        0.0000
00000/KRW/170413-270413/1.8     105,099,824.28    103,177,495.02     -463,679.42   -1,458,649.84          0.00        0.0000        0.0000
00000/KRW/170705-270705/1.9     144,010,529.45    141,550,281.73     -568,854.31   -1,891,393.41          0.00        0.0000        0.0000
00000/KRW/170811-270811/1.9    -317,940,616.72   -312,519,028.70    1,022,062.25    4,399,525.77          0.00        0.0000        0.0000
00000/KRW/230303-280303/3.7       3,739,677.81     -1,058,396.72     -117,765.23   -4,680,309.29          0.00        0.0000        0.0000
00000/KRW/230803-280803/3.5     -55,265,972.17    -48,317,151.18      112,830.64    6,835,990.36          0.00        0.0000        0.0000
00000/KRW/231024-261026/4.0      63,480,226.02     63,121,683.24     -506,311.15      147,768.37          0.00        0.0000        0.0000
00001/KRW/231127-261127/3.6      25,252,121.80     25,497,778.93     -108,115.92      353,773.05          0.00        0.0000        0.0000
00000/KRW/241226-261228/2.7     -15,946,965.36    -14,997,472.82      211,889.54      737,603.00          0.00        0.0000        0.0000
00001/KRW/250411-270412/2.3     -69,175,914.46    -67,385,796.33      333,842.53    1,456,275.60          0.00        0.0000        0.0000
00002/KRW/250512-261112/2.2     -53,644,987.70    -52,533,493.20      599,637.70      511,856.81          0.00        0.0000        0.0000
00001/KRW/250910-260910/2.3      81,641,818.80     80,234,178.26   -1,407,640.54            0.00          0.00        0.0000        0.0000
00000/KRW/250926-260326/2.5               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00001/KRW/251017-271018/2.4     136,598,602.91    133,251,071.18     -427,533.25   -2,919,998.48          0.00        0.0000        0.0000
00000/KRW/251022-270422/2.5     121,854,045.18    118,190,274.15     -644,137.96   -3,019,633.06          0.00        0.0000        0.0000
00000/KRW/251105-270506/2.6     284,815,333.19    275,362,857.99   -1,531,843.70   -7,920,631.50          0.00        0.0000        0.0000
00000/KRW/251106-270506/2.6     288,657,204.17    279,192,069.40   -1,545,117.72   -7,920,017.05          0.00        0.0000        0.0000
00000/KRW/251118-271118/2.8    -315,546,942.37   -304,628,302.84    1,068,211.56    9,850,427.97          0.00        0.0000        0.0000
00001/KRW/251119-281120/2.9    -222,399,057.14   -214,720,943.64      297,280.29    7,380,833.21          0.00        0.0000        0.0000
00001/KRW/251126-270526/2.7    -109,927,617.37   -105,950,495.70      597,421.16    3,379,700.51          0.00        0.0000        0.0000
00000/KRW/251201-261201/2.8     -21,268,988.66    -19,684,038.66      395,927.74    1,189,022.26          0.00        0.0000        0.0000
00000/KRW/251203-261203/2.8     -37,822,853.78    -35,021,918.46      707,477.23    2,093,458.09          0.00        0.0000        0.0000
00000/KRW/251218-260618/2.7               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/260106-260706/2.7               0.00              0.00            0.00            0.00          0.00        0.0000        0.0000
00000/KRW/260115-261015/2.7     -51,522,449.31    -49,594,180.46    1,928,295.95          -27.11          0.00        0.0000        0.0000
00000/KRW/260115-290115/3.0    -198,562,262.16   -190,520,866.47      391,537.60    7,649,858.09          0.00        0.0000        0.0000
00000/KRW/260116-360116/3.4     575,441,528.81    565,101,933.01     -133,500.77  -10,206,095.02          0.00        0.0000        0.0000
00000/KRW/260119-261019/2.7      -6,875,025.23     -6,655,172.91      162,611.14       57,241.18          0.00        0.0000        0.0000
00000/KRW/260119-270119/2.8     113,923,516.53    105,638,325.32   -1,163,561.57   -7,121,629.64          0.00        0.0000        0.0000
00001/KRW/260119-270119/2.8      81,373,940.38     75,455,946.66     -831,115.41   -5,086,878.31          0.00        0.0000        0.0000
00000/KRW/260120-270120/2.8     -48,167,640.16    -44,603,674.84      495,852.08    3,068,113.24          0.00        0.0000        0.0000
00000/KRW/260123-310127/3.3     307,710,434.66    296,906,614.86     -185,915.86  -10,617,903.95          0.00        0.0000        0.0000
00001/KRW/260123-310127/3.3     307,710,434.66    296,906,614.86     -185,915.86  -10,617,903.95          0.00        0.0000        0.0000
00000/KRW/260126-270126/2.8     -76,324,710.70    -70,591,890.33      775,180.25    4,957,640.12          0.00        0.0000        0.0000
00000/KRW/260129-360131/3.4  -1,186,670,469.87 -1,166,106,371.50      274,404.10   20,289,694.27          0.00        0.0000        0.0000
00001/KRW/260209-280209/3.1     187,652,323.49    178,467,106.03     -499,036.65   -8,686,180.80          0.00        0.0000        0.0000
00000/KRW/260213-280214/3.0    -307,975,645.69   -293,955,303.38      792,646.65   13,227,695.67          0.00        0.0000        0.0000
00000/KRW/260225-280225/3.1    -100,218,373.86    -95,397,415.19      259,234.42    4,561,724.26          0.00        0.0000        0.0000
00002/KRW/260305-280306/3.1     454,651,776.11    429,838,982.76   -1,293,271.40  -23,519,521.94          0.00        0.0000        0.0000
00001/KRW/260306-280306/3.1     266,018,623.47    251,133,053.93     -772,629.64  -14,112,939.90          0.00        0.0000        0.0000
00000/KRW/260312-270913/3.0     159,976,020.79    151,498,667.25     -827,285.35   -7,650,068.19          0.00        0.0000        0.0000
00000/KRW/260313-290313/3.3     142,135,798.38    133,975,597.98     -226,551.40   -7,933,649.00          0.00        0.0000        0.0000
00000/KRW/260316-360317/3.5     892,050,580.49    871,496,819.19     -258,393.01  -20,295,368.30          0.00        0.0000        0.0000
00000/KRW/260318-290319/3.4     133,335,473.27    125,155,575.62     -217,582.64   -7,962,315.01          0.00        0.0000        0.0000
00000/KRW/260318-270318/3.0      14,474,876.41     12,953,027.99     -194,490.62   -1,327,357.80          0.00        0.0000        0.0000
00000/KRW/260318-360318/3.6     204,158,198.25    199,007,704.40      -60,273.25   -5,090,220.59          0.00        0.0000        0.0000
00001/KRW/260319-290319/3.4     919,989,411.41    862,737,088.33   -1,510,066.22  -55,742,256.86          0.00        0.0000        0.0000
00000/KRW/260324-280324/3.6      27,823,831.58     22,676,905.91     -171,183.71   -4,975,741.96          0.00        0.0000        0.0000
00000/KRW/260324-280324/3.6      44,176,729.72     33,898,200.55     -324,433.01   -9,954,096.15          0.00        0.0000        0.0000
00000/KRW/260324-280324/3.6      39,260,615.38     28,988,652.87     -316,746.84   -9,955,215.68          0.00        0.0000        0.0000
SYN-5M                             -493,284.41        164,767.65      108,920.43      549,131.62          0.00        0.0000        0.0000
SYN-6M                           -4,250,829.09     -3,137,921.30      148,478.29      964,429.51          0.00        0.0000        0.0000
SYN-9M                          -19,644,412.82    -17,959,886.93      218,836.91    1,465,688.98          0.00        0.0000        0.0000
SYN-1Y                          -41,885,219.09    -39,650,172.53      285,248.99    1,949,797.57          0.00        0.0000        0.0000
SYN-7Y                         -647,686,911.44   -635,846,987.29      254,257.60   11,585,666.56          0.00        0.0000        0.0000
SYN-PREFIX                     -158,288,128.29   -151,243,176.87      290,054.79    6,754,896.64          0.00        0.0000        0.0000
국고채권 02625-3003(25-3)         6,739,457,581.46  6,740,289,434.38      730,572.71            None          0.00  101,280.2076  101,280.2076
국고채권 02625-3003(25-3)         9,627,796,544.95  9,628,984,906.26    1,043,675.30            None          0.00  144,686.0109  144,686.0109
국고채권 02625-3003(25-3)         9,627,796,544.95  9,628,984,906.26    1,043,675.30            None          0.00  144,686.0109  144,686.0109
국고채권 02625-3003(25-3)         9,627,796,544.95  9,628,984,906.26    1,043,675.30            None          0.00  144,686.0109  144,686.0109
국고채권 02625-3003(25-3)         9,627,796,544.95  9,628,984,906.26    1,043,675.30            None          0.00  144,686.0109  144,686.0109
국고채권 02625-3003(25-3)        14,441,694,817.42 14,443,477,359.39    1,565,512.95            None          0.00  217,029.0163  217,029.0163
국고채권 02625-3003(25-3)         2,888,338,963.48  2,888,695,471.88      313,102.59            None          0.00   43,405.8033   43,405.8033
국고채권 02625-3003(25-3)         6,739,457,581.46  6,740,289,434.38      730,572.71            None          0.00  101,280.2076  101,280.2076

bonds: 273 total, 0 degraded (analytic fallback)

worst |resid_cash| (identity incl. realized cash):
  국민은행4602할인일1-12                              1,248,245.8496
  수산금융채권(은행) 25-9이18-15                          949,657.4325
  국민은행4509이표일(03)1.5-30                          755,266.1092
  하나은행48-09이1.5갑-25                              740,841.3009
  하나은행48-09이1.5갑-23                              735,062.6114
  하나은행48-09이1.5갑-23                              735,062.6114
  국민은행4509이표일(03)1.5-17                          717,962.0287
  산업금융채권 26변이0100-0309-1M                        695,869.7781
  중소기업은행(변) 2603이1A-06                           692,931.7876
  신한은행29-06-이-1.5-B                              651,649.2209

aggregate:
  sum ΔNPV (priceable rows)        = -3,222,279.85
  sum realized cash                = 58,215,068.49
  sum theta (all legs)             = 285,470,303.14
  sum mtm (known legs)             = -274,297,286.38  (273 legs mtm=None)
  reported daily_pnl.total         = 11,173,016.76
  reported daily_pnl.theta         = 285,470,303.14
  reported daily_pnl.mtm           = -274297286.3795855
  reported mtm_complete            = False
  aggregate resid (ΔNPV+cash − (mtm+theta known)) = 43,819,771.8824

full dump -> C:\Users\infomax\Desktop\Assistant\Projects_AS\Rates Portfolio\wt-s11-be\scripts\s11_identity_diag.json
